text,target,category,polarity
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz : ) biz burayi cok sevdik cok romantik cok tatli. Tek kusuru masalar biraz yakin birbirine. Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik. Mutlaka gelin gorun.,,RESTAURANT#GENERAL,positive
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz : ) biz burayi cok sevdik cok romantik cok tatli. Tek kusuru masalar biraz yakin birbirine. Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik. Mutlaka gelin gorun.,,DRINKS#QUALITY,positive
Manzarasi mukkemmel denize sifir olmasi sebebiyle. Bahcesi huzurlu. İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum. Self servis olayi sıkıcı. Bir yandan iyi pesinizde dolanan garsonlar yok. Girip hava almak icin oturabilceginiz br yer.,,AMBIENCE#GENERAL,conflict
Manzarasi mukkemmel denize sifir olmasi sebebiyle. Bahcesi huzurlu. İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum. Self servis olayi sıkıcı. Bir yandan iyi pesinizde dolanan garsonlar yok. Girip hava almak icin oturabilceginiz br yer.,,SERVICE#GENERAL,conflict
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor. Ama kalabalık ve gürültüden dolayı çok fazla duramadık.",,AMBIENCE#GENERAL,conflict
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan. Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,,FOOD#QUALITY,conflict
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan. Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,,RESTAURANT#GENERAL,negative
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,RESTAURANT#PRICES,positive
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,LOCATION#GENERAL,positive
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,AMBIENCE#GENERAL,positive
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,RESTAURANT#GENERAL,neutral
"En iyi konumlu ögretmenevi! - Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis. Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün. Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!",,SERVICE#GENERAL,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,SERVICE#GENERAL,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,RESTAURANT#GENERAL,negative
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,FOOD#QUALITY,positive
"Tamam yemekler guzel de, pilav da kurufasulye de soguk! Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin. Bir kere gittim, bir daha gitmem.",,FOOD#STYLE_OPTIONS,negative
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir! O adreslerden biridir! Pazar kahvaltilari benim Için mabeyin'dir.,,AMBIENCE#GENERAL,positive
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir! O adreslerden biridir! Pazar kahvaltilari benim Için mabeyin'dir.,,FOOD#QUALITY,positive
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef. Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi. Begenmedim malesef.,,RESTAURANT#PRICES,negative
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef. Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi. Begenmedim malesef.,,RESTAURANT#GENERAL,negative
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef. Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi. Begenmedim malesef.,,FOOD#QUALITY,negative
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef. Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi. Begenmedim malesef.,,SERVICE#GENERAL,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,RESTAURANT#PRICES,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,FOOD#STYLE_OPTIONS,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,RESTAURANT#GENERAL,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,FOOD#QUALITY,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü. Menünün hiç bir özelliği yok. Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",,SERVICE#GENERAL,negative
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var : ( 4 tarafı cam olduğu için yeterince ısıtamıyorlar. Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,,DRINKS#STYLE_OPTIONS,positive
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var : ( 4 tarafı cam olduğu için yeterince ısıtamıyorlar. Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,,AMBIENCE#GENERAL,conflict
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki. Sürekli kalabalık olan bir mekan. Üniversiteliler çok sık uğruyor. Kadıköydeki gözde mekanlardan biri,,AMBIENCE#GENERAL,negative
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki. Sürekli kalabalık olan bir mekan. Üniversiteliler çok sık uğruyor. Kadıköydeki gözde mekanlardan biri,,FOOD#QUALITY,negative
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki. Sürekli kalabalık olan bir mekan. Üniversiteliler çok sık uğruyor. Kadıköydeki gözde mekanlardan biri,,RESTAURANT#GENERAL,positive
Çay denilince akla ilk gelen yer: )) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz: ) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır: )) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,,DRINKS#STYLE_OPTIONS,positive
Çay denilince akla ilk gelen yer: )) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz: ) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır: )) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,,DRINKS#QUALITY,positive
Çay denilince akla ilk gelen yer: )) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz: ) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır: )) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,,RESTAURANT#GENERAL,positive
Çay denilince akla ilk gelen yer: )) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz: ) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır: )) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,,AMBIENCE#GENERAL,positive
Kesinlikle verdiğim puanı hakeden bir mekan. Küçük şirin bir konsepte sahip. Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,,FOOD#QUALITY,positive
Kesinlikle verdiğim puanı hakeden bir mekan. Küçük şirin bir konsepte sahip. Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,,AMBIENCE#GENERAL,positive
Kesinlikle verdiğim puanı hakeden bir mekan. Küçük şirin bir konsepte sahip. Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,,RESTAURANT#GENERAL,positive
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,RESTAURANT#PRICES,negative
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,FOOD#QUALITY,positive
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,RESTAURANT#GENERAL,negative
"Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini... Yakinlarda gittim servis berbat. Fiyat yüksek, kart geçmiyor... Yine de sorbe dondurmasi güzeldir.",,SERVICE#GENERAL,negative
"Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin. Yalnız önceden arayın, var mı kaldı mı diye sorun. Özel bir sunumla masanıza geliyor. Bir de mantar çanakları denenebilir.",,FOOD#QUALITY,positive
"Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin. Yalnız önceden arayın, var mı kaldı mı diye sorun. Özel bir sunumla masanıza geliyor. Bir de mantar çanakları denenebilir.",,FOOD#STYLE_OPTIONS,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun. Halka açik olmasi ise son derece güzel. Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.",,RESTAURANT#GENERAL,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun. Halka açik olmasi ise son derece güzel. Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.",,FOOD#PRICES,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun. Halka açik olmasi ise son derece güzel. Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.",,AMBIENCE#GENERAL,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun. Halka açik olmasi ise son derece güzel. Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.",,FOOD#QUALITY,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun. Halka açik olmasi ise son derece güzel. Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.",,FOOD#STYLE_OPTIONS,positive
"Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil. Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor. Belli bir saate kadar bistro seklinde olusu da guzel. Yazin camekan olmasi hos ancak kisin donmustuk. Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.",,AMBIENCE#GENERAL,conflict
"Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil. Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor. Belli bir saate kadar bistro seklinde olusu da guzel. Yazin camekan olmasi hos ancak kisin donmustuk. Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.",,RESTAURANT#GENERAL,positive
"Kendi biralarindan denenmeli, guzel biralar vardi. Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz. Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",,DRINKS#STYLE_OPTIONS,positive
"Kendi biralarindan denenmeli, guzel biralar vardi. Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz. Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",,DRINKS#QUALITY,positive
"Kendi biralarindan denenmeli, guzel biralar vardi. Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz. Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",,AMBIENCE#GENERAL,positive
"Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim. Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır. Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum. Her daim gidilebilecek bir mekan. Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız. Maç günü yer bulmanız çok zor.",,RESTAURANT#GENERAL,positive
"Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim. Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır. Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum. Her daim gidilebilecek bir mekan. Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız. Maç günü yer bulmanız çok zor.",,DRINKS#STYLE_OPTIONS,positive
"Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim. Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır. Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum. Her daim gidilebilecek bir mekan. Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız. Maç günü yer bulmanız çok zor.",,AMBIENCE#GENERAL,positive
"Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim. Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır. Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum. Her daim gidilebilecek bir mekan. Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız. Maç günü yer bulmanız çok zor.",,FOOD#QUALITY,positive
"Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim. Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır. Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum. Her daim gidilebilecek bir mekan. Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız. Maç günü yer bulmanız çok zor.",,SERVICE#GENERAL,positive
Kadıköy'ün kemik mekanı. Hep klasik kaliteyi bulabilmeniz mümkün. Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,,FOOD#QUALITY,positive
Kadıköy'ün kemik mekanı. Hep klasik kaliteyi bulabilmeniz mümkün. Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,,RESTAURANT#GENERAL,positive
Ramazan ayında gitme fırsatı buldum yeşillik içinde hoş ve düzgün bir mekan. İftar öncesi ve sonrasında güzel müzik ziyafeti sundular. Esas konumuz olan yemeklere gelince çok pozitif olamaycağım. ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,,AMBIENCE#GENERAL,positive
